No errors
No warnings
170 ms
data source=aircraftreports
1345 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2022-03-04T16:32:38Z,2022-03-04T16:29:00Z,,,,,,,UAL934,53.3333,-52.65,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,195,41,,AIREP,ARP UAL934 5320N 05239W 1629 F300 M51 195/41 5400N 05000W 1642 5700N 04000W KT N670UA QXS YAY 041630 F31A,
2022-03-04T16:33:09Z,2022-03-04T16:29:00Z,,,,,,,FDX32,53.1,-25.85,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,273,49,,AIREP,ARP FDX32 5306N 02551W 1629 F370 M54 273/49 5300N 02000W 1653 MALOT KT N878FD QXT AME 041629 F78A,
2022-03-04T16:33:09Z,2022-03-04T16:29:00Z,,,,,,,GOLD23,46.4167,-12.9667,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,245,43,,AIREP,ARP GOLD23 4625N 01258W 1629 F270 M42 245/43 4836N 00900W 1652 EMPER KT 37992S DDL XXN 041629 M15A,
2022-03-04T16:32:38Z,2022-03-04T16:29:00Z,,,,,,,UPS203,45.8167,-54.7667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,239,104,,AIREP,ARP UPS203 4549N 05446W 1629 F350 M50 239/104 4632N 05201W 1642 4700N 05000W KT N574UP QXS YYT 041629 F05A,
2022-03-04T16:33:09Z,2022-03-04T16:29:00Z,,,,,,,FDX8,45.6333,-17.0667,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,285,41,,AIREP,ARP FDX8 4538N 01704W 1629 F290 M40 285/41 PASAS 1649 STG KT N852FD QXT EUA 041629 F93A,
2022-03-04T16:39:16Z,2022-03-04T16:29:00Z,,,,,,,B737,41.0953,-93.2041,38000,,,,,,,CHOP,LGT,,,,,,,,,,,,,,,,,,,,,,,PIREP,OTM UA /OV OTM270040/TM 1629/FL380/TP B737/TB LGT CHOP,
2022-03-04T16:34:59Z,2022-03-04T16:29:00Z,,,,,,,SIA345,20.5667,64.9833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,251,57,,AIREP,ARP SIA345 2034N 06459E 1629 F350 M43 251/57,
2022-03-04T16:30:50Z,2022-03-04T16:28:00Z,,,,,,,DLH402,59.1167,-34.15,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,224,65,,AIREP,ARP DLH402 5907N 03409W 1628 F360 M54 224/65 5901N 04000W 1653 5801N 05001W KT DABYK DDL XXF 041628 F77A,
2022-03-04T16:30:50Z,2022-03-04T16:28:00Z,,,,,,,QTR78U,58.4667,-46.6,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,181,70,,AIREP,ARP QTR78U 5828N 04636W 1628 F340 M56 181/70 5802N 05001W 1643 5604N 05702W KT A7BER QXS UAK 041628 F50A,
2022-03-04T16:32:38Z,2022-03-04T16:28:00Z,,,,,,,ACA81,57.4333,-23.2167,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,244,47,,AIREP,ARP ACA81 5726N 02313W 1628 F400 M47 244/47 5801N 03000W 1656 5801N 04000W KT CGHPV DDL XXF 041628 L25A,
2022-03-04T16:30:50Z,2022-03-04T16:28:00Z,,,,,,,CJT980,57.2,-25.65,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,250,42,,AIREP,ARP CJT980 5712N 02539W 1628 F330 M54 250/42 5732N 03000W 1648 5732N 04000W KT CGAAJ DDL IG1 041628 F44A,
2022-03-04T16:30:50Z,2022-03-04T16:28:00Z,,,,,,,BOX460,56.65,-10.5333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,281,32,,AIREP,ARP BOX460 5639N 01032W 1628 F340 M49 281/32 AGORI 1639 5800N 02000W KT DAALG DDL XXI 041628 F08A,
2022-03-04T16:30:50Z,2022-03-04T16:28:00Z,,,,,,,HRT336,56.1,-33.65,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,234,83,,AIREP,ARP HRT336 5606N 03339W 1628 F380 M53 234/83 5600N 04000W 1700 5500N 05000W KT CFORB QXT IGW 041628 M39A,
2022-03-04T16:30:50Z,2022-03-04T16:28:00Z,,,,,,,VIR11B,54.8667,-27.9667,39900,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,243,53,,AIREP,ARP VIR11B 5452N 02758W 1628 F399 M50 243/53 5500N 03000W 1637 5500N 04000W KT GVYUM DDL XXN 041628 L37A,
2022-03-04T16:30:50Z,2022-03-04T16:28:00Z,,,,,,,VALOR76,52.9833,-35.7167,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,247,84,,AIREP,ARP VALOR76 5259N 03543W 1628 F410 M53 247/84 5400N 03000W 1651 5400N 02000W KT 10076 DDL XXH 041628 A56A,
2022-03-04T16:30:50Z,2022-03-04T16:28:00Z,,,,,,,N1WW,49.4333,-32.2167,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,265,81,,AIREP,ARP N1WW 4926N 03213W 1628 F410 M54 265/81 5000N 03000W 1637 5200N 02000W KT N1WW DDL XXH 041628 M16A,
2022-03-04T16:30:50Z,2022-03-04T16:28:00Z,,,,,,,UPS237,48.0667,-45.3167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,227,117,,AIREP,ARP UPS237 4804N 04519W 1628 F370 M53 227/117 4900N 04000W 1650 5000N 03000W KT N576UP QXT AOE 041628 F93A,
2022-03-04T16:30:14Z,2022-03-04T16:28:00Z,,,,,,,BE20,42.8762,-93.924,12000,,,,,,,CHOP,LGT,,,,,,,,,,,,,,,,,,,,,,,PIREP,SUX UA /OV EAG355010/TM 1628/FL120/TP BE20/TB LGT CHOP/RM DURD,
2022-03-04T16:42:06Z,2022-03-04T16:28:00Z,,,,,,,B738,41.1672,-95.7369,30000,,,,,,,CHOP,LGT,,,,,,,,,,,,,,,,,,,,,,,PIREP,OMA UA /OV OVR/TM 1628/FL300/TP B738/TB LGT CHOP,
2022-03-04T16:32:38Z,2022-03-04T16:28:00Z,,,,,,,ETD268,22.2833,61.0333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,314,73,,AIREP,ARP ETD268 2217N 06102E 1628 F370 M50 314/73,
2022-03-04T16:32:38Z,2022-03-04T16:28:00Z,,,,,,,ETD264,20.6667,60.8833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,319,66,,AIREP,ARP ETD264 2040N 06053E 1628 F350 M45 319/66,
2022-03-04T16:32:38Z,2022-03-04T16:28:00Z,,,,,,,QTR17A,14.4,68.5333,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,345,41,,AIREP,ARP QTR17A 1424N 06832E 1628 F400 M55 345/41,
2022-03-04T16:34:59Z,2022-03-04T16:28:00Z,,,,,,,QTR34Y,13.3333,66.2667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,228,43,,AIREP,ARP QTR34Y 1320N 06616E 1628 F360 M44 228/43,
2022-03-04T16:29:58Z,2022-03-04T16:27:00Z,,,,,,,UAE235,64.6167,-44.9333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,182,61,,AIREP,ARP UAE235 6437N 04456W 1627 F340 M55 182/61 6401N 05001W 1645 6159N 05801W KT A6EPZ DDL KUS 041627 F86A,
2022-03-04T16:29:58Z,2022-03-04T16:27:00Z,,,,,,,QTR16J,63.6,-44.95,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,184,56,,AIREP,ARP QTR16J 6336N 04457W 1627 F360 M57 184/56 6300N 05000W 1645 LIBOR KT A7BAM QXT AOE 041627 F49A,
2022-03-04T16:35:10Z,2022-03-04T16:27:00Z,,,,,,,BE20,61.0051,-149.8886,2000,,,,,,,,MOD,2000,3500,,,,,,,,,,,,,,,,,,,,,PIREP,ANC UA /OV TED150010/TM 1627/FL020/TP BE20/TB MOD 020-035/RM DURD,
2022-03-04T16:29:58Z,2022-03-04T16:27:00Z,,,,,,,SWR8T,59.8167,-37.35,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,214,63,,AIREP,ARP SWR8T 5949N 03721W 1627 F380 M54 214/63 6000N 04000W 1638 6000N 05000W KT HBJHN DDL XXF 041627 J67A,
2022-03-04T16:29:58Z,2022-03-04T16:27:00Z,,,,,,,UAL961,58.85,-27.5167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,246,43,,AIREP,ARP UAL961 5851N 02731W 1627 F340 M53 246/43 5901N 03000W 1637 5901N 04000W KT N12003 DDL XXF 041627 L22A,
2022-03-04T16:29:58Z,2022-03-04T16:27:00Z,,,,,,,KLM685,58.85,-27.5333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,0,49,,AIREP,ARP KLM685 5851N 02732W 1627 F360 M50 000/49 5901N 03000W 1637 5901N 04000W KT PHBHM QXT EUA 041627 L03A,
2022-03-04T16:29:58Z,2022-03-04T16:27:00Z,,,,,,,BAW49,57.65,-6.5,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,258,39,,AIREP,ARP BAW49 5739N 00630W 1627 F360 M46 258/39 ATSIX 1649 6500N 02000W KT GZBKD DDL TRE 041627 L29A,
2022-03-04T16:29:58Z,2022-03-04T16:27:00Z,,,,,,,VIR11B,54.85,-27.8,39200,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,247,45,,AIREP,ARP VIR11B 5451N 02748W 1627 F392 M52 247/45 5500N 03000W 1637 5500N 04000W KT GVYUM DDL XXN 041627 L35A,
2022-03-04T16:29:58Z,2022-03-04T16:27:00Z,,,,,,,AFR054,51.75,-13.4833,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,229,31,,AIREP,ARP AFR054 5145N 01329W 1627 F340 M52 229/31 LIMRI 1634 5300N 02000W KT FGZNA DDL BYT 041627 F09A,
2022-03-04T16:30:50Z,2022-03-04T16:27:00Z,,,,,,,ACA7230,48.1167,-35.2,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,256,81,,AIREP,ARP ACA7230 4807N 03512W 1627 F390 M56 256/81 4800N 03000W 1651 4600N 02000W KT CGEGC DDL XXH 041628 J59A,
2022-03-04T16:30:50Z,2022-03-04T16:27:00Z,,,,,,,AFR872,46.0,-8.2167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,276,37,,AIREP,ARP AFR872 4600N 00813W 1627 F350 M55 276/37 SIVIR 1630 PASAS KT FGSPZ QXS LCG 041627 F11A,
2022-03-04T16:32:38Z,2022-03-04T16:27:00Z,,,,,,,SIA337,22.2333,60.6167,33800,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,308,49,,AIREP,ARP SIA337 2214N 06037E 1627 F338 M47 308/49,
2022-03-04T16:32:38Z,2022-03-04T16:27:00Z,,,,,,,SVA837,11.9167,69.4,39700,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,339,22,,AIREP,ARP SVA837 1155N 06924E 1627 F397 M54 339/22,
2022-03-04T16:28:29Z,2022-03-04T16:26:00Z,,,,,,,KLM611,62.1,-45.75,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,322,58,,AIREP,ARP KLM611 6206N 04545W 1626 F380 M57 322/58 6201N 05000W 1642 NIFTY KT PHBHO QXS UAK 041626 L62A,
2022-03-04T16:28:29Z,2022-03-04T16:26:00Z,,,,,,,UAL47,60.0333,-31.05,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,233,47,,AIREP,ARP UAL47 6002N 03103W 1626 F340 M54 233/47 6000N 04000W 1703 5900N 05000W KT N78002 DDL XXI 041626 F56A,
2022-03-04T16:29:58Z,2022-03-04T16:26:00Z,,,,,,,CJT980,57.1667,-25.2333,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,248,41,,AIREP,ARP CJT980 5710N 02514W 1626 F330 M54 248/41 5732N 03000W 1648 5732N 04000W KT CGAAJ DDL IG1 041626 F42A,
2022-03-04T16:28:29Z,2022-03-04T16:26:00Z,,,,,,,JBU20,56.9,-28.2333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,249,44,,AIREP,ARP JBU20 5654N 02814W 1626 F350 M53 249/44 5701N 03000W 1635 5701N 04000W KT N4058J QXT IGW 041626 J45A,
2022-03-04T16:29:58Z,2022-03-04T16:26:00Z,,,,,,,AFR688,55.95,-29.1,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,242,56,,AIREP,ARP AFR688 5557N 02906W 1626 F390 M49 242/56 5600N 03000W 1630 5600N 04000W KT FHTYL QXT EUA 041626 J52A,
2022-03-04T16:29:58Z,2022-03-04T16:26:00Z,,,,,,,BAW7W,55.5,-52.1333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,326,62,,AIREP,ARP BAW7W 5530N 05208W 1626 F380 M53 326/62 JANJO 1652 4745N 06935W KT GZBKJ DDL XXH 041626 L82A,
2022-03-04T16:29:58Z,2022-03-04T16:26:00Z,,,,,,,BAW209,54.95,-19.7333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,243,26,,AIREP,ARP BAW209 5457N 01944W 1626 F370 M47 243/26 5500N 02000W 1628 5600N 03000W KT GXLEI DDL XXF 041626 J75A,
2022-03-04T16:29:58Z,2022-03-04T16:26:00Z,,,,,,,BAW7TG,54.5,-11.3,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,282,27,,AIREP,ARP BAW7TG 5430N 01118W 1626 F360 M48 282/27 ETARI 1644 5630N 02000W KT GVIIV DDL DUB 041626 F10A,
2022-03-04T16:29:58Z,2022-03-04T16:26:00Z,,,,,,,THY6012,46.4167,-11.3,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,302,25,,AIREP,ARP THY6012 4625N 01118W 1626 F410 M48 302/25 4558N 00845W 1639 4558N 00800W KT TCLOE QXS LCG 041626 J37A,
2022-03-04T16:32:38Z,2022-03-04T16:26:00Z,,,,,,,UAE357,16.6167,65.35,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,229,62,,AIREP,ARP UAE357 1637N 06521E 1626 F360 M45 229/62,
2022-03-04T16:26:28Z,2022-03-04T16:25:00Z,,,,,,,BFY484R,61.0667,-40.2667,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,197,59,,AIREP,ARP BFY484R 6104N 04016W 1625 F430 M54 197/59 6300N 05000W 1702 EMBOK KT P4BFY DDL XXH 041625 B64A,
2022-03-04T16:28:29Z,2022-03-04T16:25:00Z,,,,,,,SAS909,60.1833,-52.4833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,181,42,,AIREP,ARP SAS909 6011N 05229W 1625 F380 M55 181/42 5759N 05801W 1654 5633N 06143W KT LNRKM DDL UAK 041625 J30A,
2022-03-04T16:26:28Z,2022-03-04T16:25:00Z,,,,,,,UAL4,60.0667,-31.4,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,355,41,,AIREP,ARP UAL4 6004N 03124W 1625 F360 M54 355/41 6001N 04000W 1659 5901N 05000W KT N27965 DDL XXN 041625 L90A,
2022-03-04T16:28:29Z,2022-03-04T16:25:00Z,,,,,,,AFR356,58.85,-27.55,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,234,51,,AIREP,ARP AFR356 5851N 02733W 1625 F380 M49 234/51 5901N 03000W 1636 5901N 04000W KT FHTYK QXT EUA 041626 J30A,
2022-03-04T16:26:28Z,2022-03-04T16:25:00Z,,,,,,,ACA881,58.05,-30.8,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,235,63,,AIREP,ARP ACA881 5803N 03048W 1625 F370 M50 235/63 5801N 04000W 1704 5701N 05001W KT CFGEO DDL XXF 041625 L38A,
2022-03-04T16:29:58Z,2022-03-04T16:25:00Z,,,,,,,DAL153,57.4333,-28.6833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,238,45,,AIREP,ARP DAL153 5726N 02841W 1625 F370 M52 238/45 5731N 03000W 1631 5731N 04000W KT N803NW DDL IG1 041625 J62A,
2022-03-04T16:28:29Z,2022-03-04T16:25:00Z,,,,,,,ETD11B,57.2667,-43.4,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,326,73,,AIREP,ARP ETD11B 5716N 04324W 1625 F380 M54 326/73 5631N 05001W 1655 IRLOK KT A6BLP QXS UAK 041625 L62A,
2022-03-04T16:26:28Z,2022-03-04T16:25:00Z,,,,,,,EIN11T,57.2,-48.65,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,178,62,,AIREP,ARP EIN11T 5712N 04839W 1625 F340 M56 178/62 5701N 05001W 1631 HOIST KT EILRC DDL UAK 041625 J51A,
2022-03-04T16:26:28Z,2022-03-04T16:25:00Z,,,,,,,AFR334,54.9167,-41.9167,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,213,87,,AIREP,ARP AFR334 5455N 04155W 1625 F400 M53 213/87 5402N 05001W 1705 5226N 05552W KT FHTYB QXT AME 041625 J92A,
2022-03-04T16:28:29Z,2022-03-04T16:25:00Z,,,,,,,DLH5EJ,53.3,-52.7333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,207,66,,AIREP,ARP DLH5EJ 5318N 05244W 1625 F380 M52 207/66 NEEKO 1643 4520N 06744W KT DAIGY DDL YAY 041625 J75A,
2022-03-04T16:28:29Z,2022-03-04T16:25:00Z,,,,,,,FDX92,49.45,-45.65,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,226,126,,AIREP,ARP FDX92 4927N 04539W 1625 F350 M53 226/126 5100N 04000W 1649 5300N 03000W KT N593FE QXT AOE 041625 F05A,
2022-03-04T16:26:28Z,2022-03-04T16:25:00Z,,,,,,,NSP8,49.2333,-39.0,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,251,102,,AIREP,ARP NSP8 4914N 03900W 1625 F370 M67 251/102 5059N 03000W 1704 5059N 02000W KT N782SP DDL IG1 041625 M91A,
2022-03-04T16:28:29Z,2022-03-04T16:25:00Z,,,,,,,VIR26Q,47.5833,-41.2,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,234,101,,AIREP,ARP VIR26Q 4735N 04112W 1625 F400 M58 234/101 4759N 03959W 1631 5059N 03000W KT GVGBR DDL XXH 041626 J84A,
2022-03-04T16:39:16Z,2022-03-04T16:25:00Z,,,,,,,C182,45.4373,-122.5249,4000,,,,,,,,,,,,,,,,,RIME,LGT,3000,4000,,,,,,,-1,,,,PIREP,PDX UA /OV PDX140010/TM 1625/FL040/TP C182/TA M01/IC LGT RIME 040-030,
2022-03-04T16:49:12Z,2022-03-04T16:25:00Z,,,,,,,A321,38.3443,-98.8592,34000,,,,,,,,MOD,,,,,,,,,,,,,,,,,,,,,,,PIREP,GBD UA /OV GBD/TM 1625/FL340/TP A321/TB MOD/RM /ZKC FDC/CW ,
2022-03-04T16:49:12Z,2022-03-04T16:25:00Z,,,,,,,S22T,32.9602,-112.674,10100,,,,,,,,LGT,,,,,,,,,,,,,,,,,,,,0,0,,PIREP,BXK UA /OV E63 /TM 1625 /FL101 /TP S22T /WV 00000KT /TB LGT /RM 28 KT HW FLYVIRGA,
2022-03-04T16:26:09Z,2022-03-04T16:24:00Z,,,,,,,BAW44N,61.5667,-34.4333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,352,56,,AIREP,ARP BAW44N 6134N 03426W 1624 F350 M56 352/56 6202N 03959W 1645 6302N 04959W KT GZBKC DDL KUS 041624 L65A,
2022-03-04T16:26:09Z,2022-03-04T16:24:00Z,,,,,,,DLH498,59.1667,-30.9167,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,245,53,,AIREP,ARP DLH498 5910N 03055W 1624 F320 M57 245/53 6002N 04000W 1702 6002N 05001W KT DABYT DDL XXF 041624 F03A,
2022-03-04T16:26:09Z,2022-03-04T16:24:00Z,,,,,,,BAW243,59.1,-37.2833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,337,64,,AIREP,ARP BAW243 5906N 03717W 1624 F360 M56 337/64 5901N 04000W 1636 5901N 05000W KT GZBKL DDL XXF 041624 L96A,
2022-03-04T16:26:28Z,2022-03-04T16:24:00Z,,,,,,,RCH324,57.8833,-28.0167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,250,50,,AIREP,ARP RCH324 5753N 02801W 1624 F340 M55 250/50 5801N 03000W 1634 5801N 04000W KT 50106A DDL XXN 041625 F74A,
2022-03-04T16:28:29Z,2022-03-04T16:24:00Z,,,,,,,BAW9CG,57.7333,-19.1667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,238,51,,AIREP,ARP BAW9CG 5744N 01910W 1624 F340 M56 238/51 5802N 01958W 1628 6102N 02958W KT GYMMK DDL XXF 041624 F17A,
2022-03-04T16:26:28Z,2022-03-04T16:24:00Z,,,,,,,SWR86,57.0167,-39.4,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,212,73,,AIREP,ARP SWR86 5701N 03924W 1624 F360 M57 212/73 5700N 04000W 1627 5600N 05000W KT HBJHI DDL UAK 041624 J62A,
2022-03-04T16:28:29Z,2022-03-04T16:24:00Z,,,,,,,AFR652,56.9,-23.8167,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,231,45,,AIREP,ARP AFR652 5654N 02349W 1624 F330 M54 231/45 5801N 03000W 1652 5801N 04000W KT FGSQS QXT EUA 041624 F24A,
2022-03-04T16:26:28Z,2022-03-04T16:24:00Z,,,,,,,N162QS,56.7333,-43.6333,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,210,89,,AIREP,ARP N162QS 5644N 04338W 1624 F430 M47 210/89 5600N 05000W 1654 JANJO KT N162QS DDL UAK 041625 M71A,
2022-03-04T16:26:09Z,2022-03-04T16:24:00Z,,,,,,,AAL729,56.5,-46.15,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,198,77,,AIREP,ARP AAL729 5630N 04609W 1624 F380 M50 198/77 5601N 05001W 1641 5403N 05701W KT N797AN DDL UAK 041624 F76A,
2022-03-04T16:26:28Z,2022-03-04T16:24:00Z,,,,,,,ITY630,54.6,-53.4833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,206,54,,AIREP,ARP ITY630 5436N 05329W 1624 F390 M54 206/54 KODIK 1644 4722N 06718W KT EIEJL QXT AOE 041624 J78A,
2022-03-04T16:26:09Z,2022-03-04T16:24:00Z,,,,,,,AAL95,53.7167,-38.1833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,226,95,,AIREP,ARP AAL95 5343N 03811W 1624 F380 M58 226/95 5400N 04000W 1633 5400N 05000W KT N752AN DDL XXI 041624 F75A,
2022-03-04T16:26:28Z,2022-03-04T16:24:00Z,,,,,,,AFR006,53.7,-25.5333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,295,46,,AIREP,ARP AFR006 5342N 02532W 1624 F340 M60 295/46 5402N 02959W 1647 5502N 04000W KT FGSQJ QXT EUA 041624 F19A,
2022-03-04T16:26:09Z,2022-03-04T16:24:00Z,,,,,,,BOX341,51.3167,-38.5833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,242,116,,AIREP,ARP BOX341 5119N 03835W 1624 F350 M59 242/116 5258N 03000W 1659 5258N 02000W KT DAALI QXT AOE 041624 F33A,
2022-03-04T16:26:09Z,2022-03-04T16:24:00Z,,,,,,,TAP201,50.5833,-44.4667,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,218,101,,AIREP,ARP TAP201 5035N 04428W 1624 F400 M53 218/101 5101N 05000W 1654 5031N 05201W KT CSTUF DDL XXH 041624 J84A,
2022-03-04T16:26:28Z,2022-03-04T16:24:00Z,,,,,,,ACA7230,48.1,-35.9167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,252,83,,AIREP,ARP ACA7230 4806N 03555W 1624 F390 M57 252/83 4800N 03000W 1651 4600N 02000W KT CGEGC DDL XXH 041625 J55A,
2022-03-04T16:26:09Z,2022-03-04T16:24:00Z,,,,,,,UPS207,45.85,-54.6167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,237,102,,AIREP,ARP UPS207 4551N 05437W 1624 F350 M49 237/102 4632N 05201W 1636 4700N 05000W KT N317UP QXS YJT 041624 F48A,
2022-03-04T16:36:10Z,2022-03-04T16:24:00Z,,,,,,,UAE587,22.9167,71.6167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,243,96,,AIREP,ARP UAE587 2255N 07137E 1624 F360 M43 243/96,
2022-03-04T16:24:58Z,2022-03-04T16:23:00Z,,,,,,,QTR22N,63.1167,-36.5833,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,204,53,,AIREP,ARP QTR22N 6307N 03635W 1623 F400 M53 204/53 6302N 04001W 1635 6202N 05001W KT A7ALQ QXS AGM 041623 J46A,
2022-03-04T16:44:09Z,2022-03-04T16:23:00Z,,,,,,,C130,60.7848,-161.824,0,OVC,700,,,,,,LGT,,1800,,,,,,,RIME,LGT,,,,,,,,,-1,130,60,,PIREP,BET UA /OV BET/TM 1623/FLDURGD/TP C130/SK OVC007-TOPUNKN/TA M01/WV 13060KT/TB LGT BLO 018/IC LGT RIME/RM AIRCRAFT REPORTED RUNWAY APPROACH END IN SIGHT AT ONE MILE FINAL/ AT 600 FEET.,
2022-03-04T16:26:28Z,2022-03-04T16:23:00Z,,,,,,,AFR356,58.8,-26.9833,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,237,54,,AIREP,ARP AFR356 5848N 02659W 1623 F380 M49 237/54 5901N 03000W 1636 5901N 04000W KT FHTYK QXT EUA 041623 J29A,
2022-03-04T16:26:09Z,2022-03-04T16:23:00Z,,,,,,,UAL107,58.7167,-44.2,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,321,79,,AIREP,ARP UAL107 5843N 04412W 1623 F370 M53 321/79 5802N 05001W 1648 DORYY KT N26910 DDL UAK 041623 L80A,
2022-03-04T16:28:29Z,2022-03-04T16:23:00Z,,,,,,,DLH464,58.1,-37.3333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,218,65,,AIREP,ARP DLH464 5806N 03720W 1623 F350 M57 218/65 5801N 04000W 1635 5701N 05001W KT DAIFC DDL XXN 041623 J63A,
2022-03-04T16:24:58Z,2022-03-04T16:23:00Z,,,,,,,EIN10M,57.8333,-42.6,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,196,76,,AIREP,ARP EIN10M 5750N 04236W 1623 F340 M59 196/76 5701N 05001W 1659 HOIST KT EILRD DDL UAK 041623 J50A,
2022-03-04T16:26:09Z,2022-03-04T16:23:00Z,,,,,,,KLM641,57.5,-40.1667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,333,84,,AIREP,ARP KLM641 5730N 04010W 1623 F380 M53 333/84 5631N 05001W 1708 IRLOK KT PHBHA QXT AME 041623 L58A,
